Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State, 29-2061, Licensed Practical and Licensed Vocational Nurses,46500,49620,49470,38730,55060
1,36,New York State, 29-2071,Medical Records and Health Information Technicians,10180,48250,45380,32210,56260
1,36,New York State, 29-2081," Opticians, Dispensing",3240,55690,57950,32100,67480
1,36,New York State, 29-2091, Orthotists and Prosthetists,570,81390,77360,44130,100020
1,36,New York State, 29-2092, Hearing Aid Specialists,n/a,53790,51060,36750,62310
1,36,New York State, 29-2099," Health Technologists and Technicians, All Other",5280,56670,50120,36870,66560
1,36,New York State, 29-9011, Occupational Health and Safety Specialists,3780,77340,74650,48470,91780
1,36,New York State, 29-9012, Occupational Health and Safety Technicians,850,62930,59890,46250,71270
1,36,New York State, 29-9091, Athletic Trainers,1440,50830,48150,34630,58930
1,36,New York State, 29-9092, Genetic Counselors,n/a,88320,87670,69650,97660
1,36,New York State, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",870,76050,73440,37020,95570
1,36,New York State, 31-0000,Healthcare Support Occupations,376080,33340,29850,24440,37800
1,36,New York State, 31-1011, Home Health Aides,191820,27080,25720,24240,28500
1,36,New York State, 31-1013, Psychiatric Aides,5560,44910,46150,33530,50600
1,36,New York State, 31-1014, Nursing Assistants,91400,38190,37780,28390,43090
1,36,New York State, 31-1015, Orderlies,3240,36260,36630,27170,40800
1,36,New York State, 31-2011, Occupational Therapy Assistants,2360,62840,61980,46910,70800
1,36,New York State, 31-2012, Occupational Therapy Aides,280,48090,42040,28360,57960
1,36,New York State, 31-2021, Physical Therapist Assistants,4700,54420,55840,36000,63630
1,36,New York State, 31-2022, Physical Therapist Aides,3090,31190,28980,24400,34590
1,36,New York State, 31-9011, Massage Therapists,4770,54530,49900,26200,68690
1,36,New York State, 31-9091, Dental Assistants,19110,40380,39390,29440,45850
1,36,New York State, 31-9092, Medical Assistants,26080,38770,37810,30140,43080
1,36,New York State, 31-9093, Medical Equipment Preparers,3600,44840,45080,33150,50690
1,36,New York State, 31-9094, Medical Transcriptionists,1450,43370,41420,33930,48090
1,36,New York State, 31-9095, Pharmacy Aides,2050,32460,28700,23860,36750
1,36,New York State, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,4030,33360,31110,25960,37060
1,36,New York State, 31-9097, Phlebotomists,6190,41930,41210,30470,47660
1,36,New York State, 31-9099," Healthcare Support Workers, All Other",6360,38570,37700,25600,45060
1,36,New York State, 33-0000,Protective Service Occupations,313240,56630,47460,28270,70800
1,36,New York State, 33-1011, First-Line Supervisors of Correctional Officers,3890,93500,92550,70570,104970
1,36,New York State, 33-1012, First-Line Supervisors of Police and Detectives,12650,119660,118870,88240,135370
1,36,New York State, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,4010,111180,110480,79920,126810
1,36,New York State, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",8660,65610,58530,37820,79510
1,36,New York State, 33-2011, Firefighters,11880,76070,83840,51030,88600
1,36,New York State, 33-2021, Fire Inspectors and Investigators,1060,68710,65640,48360,78890
1,36,New York State, 33-3011, Bailiffs,4010,69140,72140,45960,80730
1,36,New York State, 33-3012, Correctional Officers and Jailers,35460,66560,65640,48900,75400
1,36,New York State, 33-3021, Detectives and Criminal Investigators,8880,94180,87050,58860,111840
1,36,New York State, 33-3031, Fish and Game Wardens,390,70180,71440,56510,77010
1,36,New York State, 33-3041, Parking Enforcement Workers,540,44610,40950,32680,50580
1,36,New York State, 33-3051, Police and Sheriff's Patrol Officers,53560,77260,81280,46800,92490
1,36,New York State, 33-3052, Transit and Railroad Police,1620,83900,82830,67370,92170
1,36,New York State, 33-9011, Animal Control Workers,770,39210,35440,27250,45190
1,36,New York State, 33-9021, Private Detectives and Investigators,1720,63930,61690,38970,76420
1,36,New York State, 33-9031,Gaming Surveillance Officers and Gaming Investigators,n/a,35200,34150,26650,39470
1,36,New York State, 33-9032, Security Guards,118760,36970,33050,25380,42770
1,36,New York State, 33-9091, Crossing Guards,9820,38420,38700,27950,43650
1,36,New York State, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",7860,28520,25970,23820,30870
1,36,New York State, 33-9093, Transportation Security Screeners,3760,42940,44490,35180,46820
1,36,New York State, 33-9099," Protective Service Workers, All Other",23700,32410,29110,23530,36850
1,36,New York State, 35-0000,Food Preparation and Serving Related Occupations,773400,32000,26900,23510,36240
1,36,New York State, 35-1011, Chefs and Head Cooks,15500,57810,53680,29900,71770
1,36,New York State, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,47640,42840,39310,28010,50260
1,36,New York State, 35-2011," Cooks, Fast Food",9940,27050,25650,23880,28640
1,36,New York State, 35-2012," Cooks, Institution and Cafeteria",16180,35920,33930,26880,40440
1,36,New York State, 35-2014," Cooks, Restaurant",73340,31420,29000,24070,35090
1,36,New York State, 35-2015," Cooks, Short Order",8890,28470,25450,23790,30810
1,36,New York State, 35-2019," Cooks, All Other",n/a,33860,32150,28340,36610
1,36,New York State, 35-2021, Food Preparation Workers,61600,29430,27530,23680,32310
1,36,New York State, 35-3011, Bartenders,44370,35910,30290,23370,42180
1,36,New York State, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",189740,26280,25130,23600,27620
1,36,New York State, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",28040,26500,24610,23240,28140
1,36,New York State, 35-3031, Waiters and Waitresses,167250,35560,29320,23130,41780
1,36,New York State, 35-3041," Food Servers, Nonrestaurant",17310,33540,32740,23800,38410
1,36,New York State, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,36300,30710,25500,23088,34720
1,36,New York State, 35-9021, Dishwashers,32940,27260,24870,23370,29200
1,36,New York State, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",19950,29310,26540,23650,32140
1,36,New York State, 35-9099,"Food Preparation and Serving Related Workers, All Other",3000,30520,27950,23960,33800
1,36,New York State, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,310580,37640,33170,24670,44130
1,36,New York State, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,12080,56810,56510,38290,66060
1,36,New York State, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",5400,61370,57160,41510,71300
1,36,New York State, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",190600,36200,32230,24460,42070
1,36,New York State, 37-2012, Maids and Housekeeping Cleaners,48460,36880,29910,23950,43340
1,36,New York State, 37-2019," Building Cleaning Workers, All Other",n/a,42400,34400,25980,50610
1,36,New York State, 37-2021, Pest Control Workers,3210,41240,40070,30490,46620
1,36,New York State, 37-3011, Landscaping and Groundskeeping Workers,44570,35940,33440,25150,41330
1,36,New York State, 37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",610,43890,37850,27000,52340
1,36,New York State, 37-3013, Tree Trimmers and Pruners,2030,53840,54380,38550,61490
1,36,New York State, 37-3019," Grounds Maintenance Workers, All Other",3130,30470,29330,28550,31420
1,36,New York State, 39-0000,Personal Care and Service Occupations,454170,32850,27830,23840,37360
1,36,New York State, 39-1010,First-Line Supervisors of Gaming Workers,900,54050,54110,38510,61820
1,36,New York State, 39-1021,First-Line Supervisors of Personal Service Workers,21600,47650,46090,31260,55850
1,36,New York State, 39-2011, Animal Trainers,1330,37790,35630,26290,43540
1,36,New York State, 39-2021, Nonfarm Animal Caretakers,13110,30740,26660,23640,34290
1,36,New York State, 39-3011, Gaming Dealers,2080,35140,25910,23088,41540
1,36,New York State, 39-3012, Gaming and Sports Book Writers and Runners,580,30760,27090,23340,34470
1,36,New York State, 39-3019," Gaming Service Workers, All Other",n/a,32070,28430,24530,35850
1,36,New York State, 39-3021, Motion Picture Projectionists,n/a,44810,39370,24850,54790
1,36,New York State, 39-3031," Ushers, Lobby Attendants, and Ticket Takers",12510,30460,26790,23620,33870
1,36,New York State, 39-3091, Amusement and Recreation Attendants,17700,27210,25110,23300,29160
1,36,New York State, 39-3092, Costume Attendants,1200,70270,61100,37750,86530
1,36,New York State, 39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1660,32160,26640,23170,36660
1,36,New York State, 39-3099,"Entertainment Attendants and Related Workers, All Other",460,31930,28480,23340,36220
1,36,New York State, 39-4021, Funeral Attendants,1370,31900,30740,23830,35930
1,36,New York State, 39-4031," Morticians, Undertakers, and Funeral Directors",1320,70310,69050,42350,84290
1,36,New York State, 39-5011, Barbers,n/a,30870,25090,23630,34490
1,36,New York State, 39-5012," Hairdressers, Hairstylists, and Cosmetologists",23650,31910,25800,23160,36290
1,36,New York State, 39-5091," Makeup Artists, Theatrical and Performance",510,79500,66830,38700,99900
1,36,New York State, 39-5092, Manicurists and Pedicurists,24190,25770,24390,23088,27330
1,36,New York State, 39-5093, Shampooers,1120,24130,23088,23088,25030
1,36,New York State, 39-5094, Skincare Specialists,5330,41010,38950,24950,49040
1,36,New York State, 39-6011, Baggage Porters and Bellhops,3980,35220,31930,23980,40840
1,36,New York State, 39-6012, Concierges,6110,46260,46390,28880,54950
1,36,New York State, 39-7010,Tour and Travel Guides,2810,35640,29360,23880,41520
1,36,New York State, 39-9011, Childcare Workers,47260,29740,27630,23650,32790
1,36,New York State, 39-9021, Personal Care Aides,199060,28530,26820,24170,30710
1,36,New York State, 39-9031, Fitness Trainers and Aerobics Instructors,24160,61430,56720,28580,77860
1,36,New York State, 39-9032, Recreation Workers,27760,34220,30750,24040,39310
1,36,New York State, 39-9041, Residential Advisors,8430,36880,34310,26540,42050
1,36,New York State, 39-9099," Personal Care and Service Workers, All Other",1640,33960,29740,23870,39000
1,36,New York State, 41-0000,Sales and Related Occupations,923140,55930,31670,23710,72040
1,36,New York State, 41-1011, First-Line Supervisors of Retail Sales Workers,66620,52250,46580,31490,62630
1,36,New York State, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,22340,110850,95640,57840,137360
1,36,New York State, 41-2011, Cashiers,197490,26350,24600,23290,27880
1,36,New York State, 41-2012, Gaming Change Persons and Booth Cashiers,1050,37420,33720,23840,44220
1,36,New York State, 41-2021, Counter and Rental Clerks,20500,32660,28340,23780,37100
1,36,New York State, 41-2022, Parts Salespersons,10800,39420,35720,26000,46120
1,36,New York State, 41-2031,Retail Salespersons,301670,31050,25620,23400,34870
1,36,New York State, 41-3011, Advertising Sales Agents,20740,87000,70480,41210,109890
1,36,New York State, 41-3021, Insurance Sales Agents,21230,87230,62630,34410,113640
1,36,New York State, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",68120,166730,144770,60530,219830
1,36,New York State, 41-3041, Travel Agents,6000,41270,36440,26110,48850
1,36,New York State, 41-3099," Sales Representatives, Services, All Other",70340,80150,66090,37800,101330
1,36,New York State, 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",16470,108240,95760,58230,133250
1,36,New York State, 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",76590,75130,61390,35950,94720
1,36,New York State, 41-9011, Demonstrators and Product Promoters,6000,38620,32970,24100,45880
1,36,New York State, 41-9012, Models,290,35830,28860,23088,42570
1,36,New York State, 41-9021, Real Estate Brokers,1550,87900,70950,40800,111450
1,36,New York State, 41-9022, Real Estate Sales Agents,4870,120160,102520,56960,151770
1,36,New York State, 41-9031, Sales Engineers,2380,115170,107190,75290,135110
1,36,New York State, 41-9041, Telemarketers,5450,32800,25970,23910,37240
1,36,New York State, 41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",n/a,50930,46400,28760,62010
1,36,New York State, 41-9099," Sales and Related Workers, All Other",2050,40080,31400,25760,47240
1,36,New York State, 43-0000,Office and Administrative Support Occupations,1480630,45330,40500,26980,54500
1,36,New York State, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,112510,72480,67660,45990,85730
1,36,New York State, 43-2011,"Switchboard Operators, Including Answering Service",3850,38940,35750,25700,45550
1,36,New York State, 43-2021, Telephone Operators,840,49440,49530,35530,56390
1,36,New York State, 43-2099," Communications Equipment Operators, All Other",320,29790,25500,24280,32550
1,36,New York State, 43-3011, Bill and Account Collectors,16090,43330,39250,29140,50430
1,36,New York State, 43-3021, Billing and Posting Clerks,34360,44910,42960,32300,51210
1,36,New York State, 43-3031," Bookkeeping, Accounting, and Auditing Clerks",104580,46700,45220,30320,54890
1,36,New York State, 43-3041, Gaming Cage Workers,n/a,34870,34620,27760,38420
1,36,New York State, 43-3051, Payroll and Timekeeping Clerks,8940,49120,48330,32940,57210
1,36,New York State, 43-3061, Procurement Clerks,3880,46080,45800,32870,52680
1,36,New York State, 43-3071, Tellers,24920,32450,31860,26270,35530
1,36,New York State, 43-3099," Financial Clerks, All Other",1740,55620,50450,32940,66970
1,36,New York State, 43-4011, Brokerage Clerks,5140,69380,64570,46760,80690
